id,target
0,19399200.0
1,6417700.0
2,6466550.0
3,1138580.0
4,2233250.0
5,5615555.0
6,2257375.0
7,9018180.08
8,19853000.0
9,2900050.0
10,37398500.0
11,6966305.0
12,3291800.0
13,3710800.0
14,2195830.0
15,2555075.0
16,2754000.0
17,1224490.0
18,2824500.0
19,2646375.0
20,2979100.0
21,3774350.0
22,2898275.0
23,8320300.0
24,3050500.0
25,4765650.0
26,2461700.0
27,1438425.0
28,2012600.0
29,41684201.84
30,753900.0
31,7336000.0
32,2848400.0
33,802450.0
34,3267100.0
35,3694650.0
36,4021900.0
37,777420.0
38,4042900.0
39,6583400.0
40,2638800.0
41,6803350.0
42,2256850.0
43,10069000.0
44,7909300.0
45,5004700.0
46,21676400.0
47,72218000.0
48,3264300.0
49,4238950.0
50,8499550.0
51,3305900.0
52,3420300.0
53,5698460.0
54,2071500.0
55,1922260.0
56,1256200.0
57,7396980.0
58,2922800.09
59,1214860.0
60,5750855.0
61,3407600.0
62,2880690.0
63,10144900.0
64,2981175.0
65,3387050.0
66,11385350.0
67,8980150.0
68,2501550.0
69,4713350.0
70,16078200.0
71,3336050.18
72,3793600.0
73,3455250.0
74,6830850.0
75,3460400.0
76,1677950.0
77,5954800.0
78,2391850.0
79,17561500.0
80,23213100.0
81,8906650.0
82,2639250.0
83,2857025.0
84,22741250.0
85,11327350.0
86,4040000.0
87,3422150.0
88,3677205.09
89,7321550.0
90,3156075.0
91,31623050.0
92,8483300.0
93,4142000.0
94,15148950.0
95,3119750.0
96,852410.0
97,1858050.0
98,3272470.0
99,42015100.0
100,3457780.0
101,22488000.0
102,2710275.0
103,29174150.0
104,2896175.0
105,9501450.0
106,3841750.0
107,18425600.0
108,4342650.0
109,8054250.0
110,9798105.0
111,8746330.0
112,2792410.0
113,3943105.0
114,7148050.0
115,3540375.0
116,5122600.0
117,12671650.0
118,12299500.0
119,3826550.0
120,3333200.0
121,9077400.0
122,2307450.0
123,2365901.62
124,2954350.0
125,14209500.0
126,3095850.0
127,3043626.53
128,1713300.0
129,3445100.0
130,22184450.0
131,4108850.0
132,3608350.0
133,49931600.0
134,21463000.0
135,2375375.0
136,18502250.0
137,1539850.0
138,3465000.0
139,20455100.0
140,4838900.0
141,59883150.0
142,29132250.0
143,23625650.0
144,11655750.0
145,3636850.0
146,2551900.0
147,5715100.0
148,2005770.0
149,3180950.0
150,849150.0
151,3655350.0
152,2111225.0
153,11063850.0
154,21906650.0
155,13490400.0
156,2920025.0
157,4214900.0
158,2395355.0
159,3137950.0
160,1733465.0
161,5123250.0
162,11508150.0
163,36761100.0
164,15790500.0
165,5235500.0
166,2278880.0
167,2585050.0
168,2725050.0
169,9057350.0
170,7982850.0
171,6329700.0
172,4681150.0
173,3025500.36
174,8677300.0
175,1556200.0
176,7846650.0
177,35571450.0
178,5065800.0
179,1323115.0
180,5127000.0
181,8103250.0
182,1624950.0
183,1557800.0
184,42675250.0
185,3430300.0
186,7865100.0
187,10609750.08
188,4055350.0
189,3400425.0
190,2409775.0
191,5116950.0
192,2435475.0
193,5125900.0
194,4011600.09
195,6355250.0
196,1248710.0
197,6112950.0
198,8448250.0
199,7559800.0
200,3191050.0
201,8593000.0
202,41297500.0
203,7581200.0
204,15658100.0
205,6611150.0
206,4238150.0
207,7253655.0
208,3194800.0
209,4467950.0
210,2845650.0
211,31220250.0
212,4496800.0
213,1467500.0
214,669550.0
215,2178950.0
216,35982850.0
217,3318550.0
218,2482830.0
219,13763500.0
220,14322800.0
221,11344100.0
222,1092110.0
223,8229550.0
224,10930050.0
225,3212500.0
226,14603600.0
227,617300.0
228,3575850.0
229,2460630.0
230,2888250.0
231,3361900.0
232,641540.0
233,5000450.0
234,7751780.0
235,3603125.0
236,2898150.0
237,39395250.0
238,14039100.0
239,2543775.09
240,65629850.0
241,46745500.0
242,32312050.0
243,13028600.0
244,13738550.0
245,1073580.0
246,2277450.0
247,8191200.0
248,3006700.0
249,3244450.0
250,758050.0
251,19094700.0
252,3480200.0
253,5738400.0
254,2276250.09
255,13930900.0
256,3135250.0
257,18505500.0
258,19210250.0
259,2803950.0
260,6162550.0
261,1863730.0
262,3435300.0
263,4208050.0
264,1930625.0
265,19495700.0
266,2709651.98
267,2540300.18
268,3009250.27
269,7992050.0
270,939680.0
271,3267075.0
272,8249020.0
273,9710000.0
274,12784050.0
275,6761200.0
276,3061600.09
277,5989850.0
278,6810865.0
279,17794500.0
280,2564510.0
281,3055250.0
282,2760660.0
283,7153350.0
284,1116490.0
285,3138700.0
286,4222900.0
287,12978700.0
288,2878600.0
289,7522850.0
290,8662950.0
291,4386950.0
292,22829850.0
293,7930200.0
294,2296775.0
295,3006230.0
296,18613250.0
297,7296995.0
298,2576950.0
299,4336600.0
300,3843050.0
301,5760750.0
302,6674150.0
303,3112375.09
304,14860000.0
305,6421650.0
306,8296655.0
307,25088800.0
308,3397350.09
309,2217350.0
310,17671300.0
311,55247500.0
312,5579850.0
313,3295600.09
314,3004600.63
315,4504950.0
316,3518800.0
317,22904500.0
318,3557950.0
319,3086480.0
320,11095560.0
321,8545575.0
322,17319150.0
323,3622450.0
324,2244401.08
325,3082975.0
326,13564055.0
327,49835750.0
328,7453350.0
329,7799350.0
330,6789355.0
331,5580200.0
332,4958900.0
333,2690725.0
334,3626600.18
335,795750.0
336,22483850.0
337,3704350.0
338,13332200.0
339,2950250.0
340,4550800.0
341,4773650.0
342,1634985.0
343,18935550.0
344,8863855.0
345,2149900.0
346,4378150.0
347,15637550.0
348,9430850.0
349,1243190.0
350,8731100.0
351,2719700.0
352,1218385.0
353,3144600.0
354,14686250.0
355,2233950.0
356,2435550.0
357,5863450.0
358,7949950.0
359,2603810.0
360,3935750.0
361,4131800.0
362,2534530.0
363,8635270.0
364,2590225.0
365,8788950.0
366,816920.0
367,25129250.0
368,3741750.0
369,1538925.0
370,17763300.0
371,18841550.0
372,40092000.0
373,3402030.0
374,3113100.0
375,10329250.0
376,3438280.0
377,5510625.0
378,6802800.0
379,43316852.0
380,2715630.72
381,3416400.0
382,4187600.0
383,97017555.04
384,1164760.0
385,5938600.0
386,19280350.0
387,3163775.0
388,4612800.0
389,5832500.0
390,9278310.0
391,3781200.0
392,2371100.0
393,8276220.0
394,3362225.0
395,3384850.0
396,4841200.0
397,1492610.0
398,2681500.0
399,15841250.0
400,2588350.0
401,7302000.0
402,3441850.0
403,8824900.0
404,15676900.0
405,877900.0
406,78945300.0
407,5690205.0
408,8561250.0
409,10597750.0
410,25779650.0
411,14447000.0
412,627080.0
413,11735200.0
414,10354800.0
415,5793650.0
416,4018450.0
417,3293650.0
418,31479900.0
419,6800550.0
420,4618250.0
421,5090775.0
422,30876900.0
423,17310700.0
424,2671275.0
425,1467950.0
426,3465000.0
427,42860000.0
428,4724950.0
429,3058700.0
430,6867850.0
431,10047250.0
432,5504300.0
433,7459150.0
434,2888425.0
435,3039450.0
